,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
3125,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,no,electronic_check,54.2,308.25,1
3126,male,0,yes,yes,45,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.35,929.2,0
3127,female,0,no,no,17,yes,no,dsl,yes,yes,no,yes,yes,yes,one_year,no,credit_card_(automatic),79.85,1387.35,0
3128,female,0,yes,no,48,yes,yes,dsl,no,no,yes,yes,no,yes,one_year,yes,mailed_check,69.55,3435.6,0
3129,female,0,no,no,31,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month_to_month,no,electronic_check,104.35,3205.6,0
3130,male,0,yes,yes,17,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,no,electronic_check,80.85,1400.85,1
3131,male,1,yes,no,14,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,75.1,1013.35,0
3132,female,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,48.85,631.4,0
3133,female,0,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),25.95,1801.9,0
3134,female,0,no,no,35,yes,yes,dsl,yes,no,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),85.95,3110.1,1
3135,female,0,yes,no,55,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,credit_card_(automatic),103.65,5676.65,0
3136,male,0,yes,no,63,yes,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),110.1,6705.7,0
3137,male,1,yes,yes,71,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month_to_month,yes,credit_card_(automatic),105.1,7548.1,1
3138,male,0,no,no,5,yes,yes,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,47.15,223.15,1
3139,female,0,no,no,38,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.05,678.2,0
3140,male,0,yes,no,48,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.05,1036.0,0
3141,female,0,no,no,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.25,174.65,0
3142,female,0,yes,yes,48,yes,no,dsl,yes,yes,yes,no,no,yes,two_year,yes,credit_card_(automatic),70.1,3238.4,0
3143,female,0,yes,no,61,yes,yes,fiber_optic,no,yes,no,no,yes,yes,two_year,yes,bank_transfer_(automatic),101.05,5971.25,0
3144,female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,credit_card_(automatic),44.6,80.55,1
3145,male,0,no,no,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.95,243.65,0
3146,male,1,yes,no,13,yes,no,fiber_optic,no,yes,no,yes,no,yes,month_to_month,yes,bank_transfer_(automatic),89.05,1169.35,1
3147,female,0,yes,yes,31,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,21.0,697.7,0
3148,female,0,no,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),69.55,222.3,1
3149,female,1,yes,no,35,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,no,bank_transfer_(automatic),102.05,3452.55,0
3150,female,0,no,no,42,yes,no,dsl,no,no,yes,yes,no,yes,two_year,no,credit_card_(automatic),66.5,2762.75,0
3151,male,1,yes,no,44,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,yes,electronic_check,30.35,1359.7,1
3152,male,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.85,1872.2,0
3153,male,0,yes,yes,54,yes,yes,dsl,yes,yes,no,yes,no,no,two_year,yes,credit_card_(automatic),65.65,3566.7,0
3154,female,1,yes,no,6,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,84.35,474.9,1
3155,female,0,yes,yes,34,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),20.1,682.1,0
3156,male,0,no,no,54,yes,no,fiber_optic,yes,no,yes,yes,no,no,one_year,no,electronic_check,84.4,4484.05,0
3157,male,1,no,no,23,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,106.4,2483.5,1
3158,female,0,yes,yes,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.05,520.1,0
3159,female,1,no,no,22,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),74.4,1692.6,1
3160,male,0,no,no,69,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),106.5,7348.8,1
3161,female,0,yes,yes,66,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,credit_card_(automatic),102.45,6615.15,1
3162,female,0,yes,no,71,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,no,electronic_check,109.25,7707.7,0
3163,female,0,no,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,electronic_check,24.55,1719.15,0
3164,female,0,no,no,44,yes,yes,fiber_optic,no,yes,yes,no,no,no,month_to_month,yes,bank_transfer_(automatic),84.8,3862.55,1
3165,female,0,no,no,30,yes,no,dsl,yes,yes,yes,yes,yes,no,one_year,no,credit_card_(automatic),74.65,2308.6,0
3166,male,0,yes,yes,60,yes,yes,fiber_optic,yes,no,yes,no,yes,no,one_year,yes,bank_transfer_(automatic),95.4,5812.0,0
3167,female,0,yes,yes,71,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,one_year,yes,credit_card_(automatic),95.15,6770.85,0
3168,male,0,yes,yes,60,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,no,bank_transfer_(automatic),74.35,4453.3,0
3169,male,0,yes,no,53,yes,yes,fiber_optic,no,yes,no,yes,no,yes,one_year,no,bank_transfer_(automatic),97.75,5043.2,0
3170,male,0,no,no,2,yes,no,dsl,yes,no,yes,no,no,no,month_to_month,yes,mailed_check,55.1,113.35,1
3171,female,0,yes,no,17,yes,yes,dsl,no,yes,no,no,yes,yes,month_to_month,yes,bank_transfer_(automatic),75.4,1322.55,0
3172,male,0,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,credit_card_(automatic),73.25,131.05,1
3173,male,0,no,no,7,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,99.8,673.25,1
3174,male,0,no,no,30,yes,yes,fiber_optic,yes,yes,yes,no,no,no,one_year,no,bank_transfer_(automatic),90.4,2820.65,0
3175,male,0,no,no,11,yes,no,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,electronic_check,73.5,791.75,1
3176,male,0,yes,no,67,yes,yes,fiber_optic,no,yes,no,no,yes,no,one_year,yes,bank_transfer_(automatic),88.4,5798.3,0
3177,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two_year,yes,bank_transfer_(automatic),67.8,4804.65,0
3178,female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),116.8,8456.75,0
3179,male,0,no,no,21,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.35,422.7,0
3180,female,0,no,no,48,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),24.35,1133.7,0
3181,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,mailed_check,71.1,71.1,0
3182,female,0,no,no,41,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.0,810.3,0
3183,female,0,yes,yes,48,no,no_phone_service,dsl,yes,yes,no,yes,no,no,two_year,no,mailed_check,39.4,1978.65,0
3184,female,0,no,no,19,no,no_phone_service,dsl,no,no,no,no,yes,yes,one_year,yes,credit_card_(automatic),44.85,893.55,1
3185,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,45.9,199.75,0
3186,female,0,no,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.8,813.3,0
3187,male,0,yes,no,72,yes,yes,dsl,no,yes,yes,no,yes,yes,two_year,no,bank_transfer_(automatic),82.15,5784.3,0
3188,male,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_(automatic),19.7,180.7,0
3189,female,1,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,84.05,186.05,0
3190,male,0,no,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.75,20.75,0
3191,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,44.45,44.45,0
3192,male,0,yes,yes,43,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,24.25,1077.95,0
3193,male,0,yes,yes,67,yes,no,dsl,yes,yes,no,no,no,no,two_year,yes,bank_transfer_(automatic),54.2,3838.2,0
3194,female,0,no,no,67,yes,no,dsl,yes,yes,no,yes,no,no,one_year,no,credit_card_(automatic),60.5,3870.0,0
3195,male,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,18.95,185.6,1
3196,female,1,yes,yes,40,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,credit_card_(automatic),94.55,3640.45,1
3197,male,0,yes,no,4,yes,yes,dsl,no,no,yes,no,yes,no,month_to_month,no,electronic_check,65.6,250.1,0
3198,male,0,yes,no,71,no,no_phone_service,dsl,no,yes,no,no,yes,yes,two_year,no,electronic_check,49.35,3515.25,1
3199,male,0,yes,yes,67,no,no_phone_service,dsl,yes,no,no,no,yes,yes,two_year,no,credit_card_(automatic),50.9,3281.65,0
3200,male,0,yes,yes,9,yes,no,dsl,no,yes,no,yes,no,no,month_to_month,no,mailed_check,54.8,452.8,0
3201,male,0,no,no,5,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,no,bank_transfer_(automatic),96.5,492.55,1
3202,female,0,no,no,14,yes,no,dsl,no,no,no,yes,no,yes,one_year,no,credit_card_(automatic),59.1,772.85,0
3203,male,1,yes,no,67,yes,yes,fiber_optic,yes,yes,no,no,no,no,month_to_month,no,bank_transfer_(automatic),83.85,5588.8,0
3204,female,0,no,no,9,yes,no,dsl,no,no,no,yes,yes,no,month_to_month,yes,bank_transfer_(automatic),59.5,530.05,0
3205,female,0,no,no,15,yes,no,dsl,yes,yes,yes,yes,yes,yes,month_to_month,no,mailed_check,84.45,1287.85,0
3206,male,0,no,no,67,no,no_phone_service,dsl,yes,no,yes,yes,yes,no,one_year,yes,bank_transfer_(automatic),49.35,3321.35,0
3207,female,0,no,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.55,187.35,0
3208,female,0,no,no,18,yes,no,dsl,no,no,yes,no,no,no,month_to_month,yes,mailed_check,50.0,892.7,0
3209,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.35,20.35,0
3210,female,0,yes,yes,68,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),109.05,7508.55,0
3211,male,1,yes,no,65,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),103.15,6792.45,0
3212,male,0,yes,yes,6,yes,no,dsl,no,yes,yes,no,no,no,month_to_month,yes,mailed_check,55.3,324.25,1
3213,female,0,yes,yes,67,yes,yes,fiber_optic,yes,no,no,yes,no,yes,one_year,yes,credit_card_(automatic),94.35,6341.45,1
3214,male,0,no,no,34,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,106.35,3549.25,1
3215,female,0,no,no,4,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,mailed_check,80.3,324.2,0
3216,female,0,yes,yes,48,yes,yes,fiber_optic,no,no,no,no,no,yes,one_year,yes,mailed_check,82.05,4029.95,1
3217,female,0,yes,yes,71,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,two_year,yes,credit_card_(automatic),99.0,7061.65,0
3218,female,0,yes,yes,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,credit_card_(automatic),20.35,1442.65,0
3219,female,0,no,no,7,yes,no,dsl,yes,no,no,no,no,yes,one_year,yes,electronic_check,59.1,369.25,0
3220,female,0,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.55,124.45,0
3221,male,0,yes,yes,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),20.05,505.9,0
3222,female,0,no,yes,5,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,46.0,221.7,1
3223,female,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),93.2,6506.15,0
3224,female,0,yes,yes,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,electronic_check,20.0,417.65,0
3225,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month_to_month,no,bank_transfer_(automatic),49.55,49.55,0
3226,male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.25,36.8,0
3227,male,0,yes,no,71,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,105.25,7291.75,0
3228,female,1,yes,no,72,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),106.85,7677.4,0
3229,male,0,yes,no,60,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,month_to_month,yes,bank_transfer_(automatic),60.2,3582.4,0
3230,male,0,yes,yes,28,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,no,bank_transfer_(automatic),100.35,2799.0,0
3231,female,0,yes,no,50,yes,yes,fiber_optic,yes,yes,no,yes,yes,yes,one_year,no,electronic_check,108.55,5610.7,1
3232,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.85,70.85,1
3233,male,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,two_year,yes,credit_card_(automatic),97.95,7114.25,0
3234,male,0,no,yes,25,no,no_phone_service,dsl,yes,no,no,no,yes,no,one_year,yes,credit_card_(automatic),40.65,970.55,0
3235,male,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,45.35,141.5,1
3236,female,0,yes,no,31,yes,no,dsl,no,no,no,yes,no,no,month_to_month,yes,mailed_check,49.2,1498.55,0
3237,female,0,no,no,48,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),24.0,1183.05,0
3238,male,0,no,no,22,yes,yes,dsl,yes,yes,no,no,no,no,month_to_month,no,electronic_check,59.0,1254.7,1
3239,male,1,no,no,1,yes,yes,fiber_optic,no,no,yes,no,yes,no,month_to_month,yes,electronic_check,88.8,88.8,1
3240,female,0,yes,no,4,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,25.15,99.95,0
3241,male,0,no,no,3,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,no,mailed_check,90.7,237.65,0
3242,female,0,no,no,58,yes,yes,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),79.8,4526.85,0
3243,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.05,20.05,0
3244,female,0,yes,no,8,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,no,electronic_check,101.15,842.9,1
3245,male,0,yes,no,31,yes,no,dsl,no,no,yes,yes,no,yes,month_to_month,yes,credit_card_(automatic),66.4,2019.8,0
3246,male,0,no,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.25,20.25,0
3247,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,no,electronic_check,78.05,78.05,1
3248,male,0,yes,yes,52,yes,no,dsl,yes,yes,yes,no,yes,yes,two_year,no,electronic_check,79.2,4016.3,0
3249,female,0,no,yes,19,yes,no,dsl,no,no,no,yes,no,no,month_to_month,no,mailed_check,48.8,953.65,0
3250,male,0,no,no,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),114.95,7711.25,0
3251,female,0,yes,yes,5,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,25.05,125.5,0
3252,male,1,no,no,51,yes,no,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),94.0,4905.75,0
3253,male,0,no,no,27,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,no,mailed_check,53.45,1461.45,0
3254,female,0,no,no,1,yes,no,dsl,no,no,no,no,yes,no,month_to_month,yes,mailed_check,53.55,53.55,1
3255,female,0,yes,no,43,no,no_phone_service,dsl,yes,no,no,yes,no,no,month_to_month,no,bank_transfer_(automatic),34.0,1505.35,0
3256,male,0,yes,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.35,152.6,0
3257,female,0,no,no,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.85,450.65,0
3258,female,0,yes,no,60,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,106.15,6411.25,0
3259,male,0,yes,no,50,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.55,1067.65,0
3260,female,0,yes,no,68,yes,yes,dsl,yes,no,no,yes,no,no,one_year,no,bank_transfer_(automatic),58.25,3975.7,0
3261,male,0,yes,no,63,yes,yes,fiber_optic,no,no,yes,no,yes,yes,two_year,no,electronic_check,102.6,6296.75,0
3262,male,0,no,no,19,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,bank_transfer_(automatic),86.0,1532.45,1
3263,female,0,no,no,26,yes,yes,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,electronic_check,80.7,2193.0,0
3264,male,0,yes,no,17,yes,yes,fiber_optic,yes,yes,yes,no,no,no,month_to_month,no,credit_card_(automatic),90.2,1454.15,1
3265,female,0,no,no,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.3,185.2,0
3266,male,0,yes,yes,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,19.9,505.45,0
3267,male,0,no,yes,41,yes,no,dsl,yes,yes,yes,no,yes,no,one_year,no,mailed_check,70.2,2894.55,0
3268,female,0,no,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.85,784.25,0
3269,female,0,yes,yes,63,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,credit_card_(automatic),99.65,6311.2,0
3270,male,0,yes,yes,67,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,26.3,1688.9,0
3271,male,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.4,1797.1,0
3272,female,0,no,no,19,yes,no,fiber_optic,yes,no,yes,yes,yes,yes,month_to_month,yes,electronic_check,106.6,1934.45,1
3273,male,0,no,no,1,yes,yes,dsl,no,no,yes,no,no,no,month_to_month,no,electronic_check,54.35,54.35,1
3274,male,1,yes,no,6,yes,no,fiber_optic,no,yes,no,no,no,yes,month_to_month,yes,electronic_check,84.2,519.15,1
3275,male,0,no,no,20,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month_to_month,yes,mailed_check,98.55,2031.95,0
3276,female,1,yes,no,55,yes,yes,dsl,no,no,no,no,no,no,month_to_month,no,bank_transfer_(automatic),51.65,2838.55,0
3277,male,1,yes,yes,47,yes,no,fiber_optic,no,yes,no,no,yes,no,one_year,yes,bank_transfer_(automatic),84.95,4018.05,0
3278,male,0,yes,yes,62,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),115.55,7159.05,0
3279,female,1,yes,no,30,yes,yes,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,electronic_check,90.05,2627.2,0
3280,male,0,yes,no,27,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.55,520.55,0
3281,female,0,no,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.85,199.85,0
3282,male,0,no,no,18,yes,yes,fiber_optic,no,no,yes,no,yes,no,one_year,yes,credit_card_(automatic),89.6,1633.0,0
3283,female,1,no,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.4,204.7,1
3284,female,0,no,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.05,163.6,0
3285,female,0,no,no,3,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,89.45,240.45,1
3286,male,0,yes,yes,40,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.6,808.95,0
3287,male,0,no,no,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.4,525.55,0
3288,female,0,yes,yes,57,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.75,1272.05,0
3289,male,0,yes,yes,43,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),79.15,3566.6,0
3290,female,0,yes,yes,58,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month_to_month,yes,bank_transfer_(automatic),93.4,5435.6,1
3291,female,1,yes,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.55,69.55,1
3292,male,0,yes,yes,13,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,credit_card_(automatic),74.4,896.75,1
3293,female,0,no,no,1,no,no_phone_service,dsl,no,no,yes,yes,no,no,month_to_month,no,mailed_check,35.9,35.9,0
3294,male,0,yes,yes,40,yes,no,fiber_optic,no,no,yes,no,yes,no,one_year,yes,electronic_check,85.05,3355.65,0
3295,female,0,no,no,26,yes,no,dsl,no,yes,yes,no,no,no,month_to_month,yes,credit_card_(automatic),54.75,1406.9,0
3296,female,0,no,no,2,yes,yes,dsl,no,no,no,yes,no,no,month_to_month,yes,mailed_check,54.35,117.05,0
3297,male,0,yes,yes,65,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),104.1,6700.05,0
3298,male,0,no,yes,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,71.65,71.65,1
3299,male,0,yes,yes,14,yes,no,dsl,yes,yes,no,no,yes,no,month_to_month,yes,electronic_check,65.45,937.6,1
3300,female,0,no,no,43,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,electronic_check,104.6,4759.85,1
3301,female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.0,40.9,0
3302,male,0,no,no,32,yes,yes,fiber_optic,yes,no,no,yes,no,no,month_to_month,no,bank_transfer_(automatic),87.65,2766.4,0
3303,female,0,yes,yes,14,yes,yes,dsl,no,yes,no,yes,yes,yes,month_to_month,no,credit_card_(automatic),80.45,1137.05,0
3304,male,0,no,no,59,no,no_phone_service,dsl,no,no,no,yes,yes,yes,month_to_month,yes,electronic_check,51.7,3005.8,0
3305,female,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),110.45,7982.5,0
3306,male,1,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,72.6,154.3,0
3307,female,0,no,no,27,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,bank_transfer_(automatic),95.6,2595.25,0
3308,male,1,no,no,42,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),79.35,3344.1,0
3309,female,1,yes,no,37,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,76.5,2868.15,1
3310,female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month_to_month,yes,credit_card_(automatic),49.05,91.1,1
3311,female,0,yes,yes,67,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,electronic_check,109.4,7281.6,0
3312,female,0,no,yes,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),21.05,531.55,0
3313,male,0,yes,no,67,yes,no,fiber_optic,yes,yes,no,no,yes,yes,one_year,yes,credit_card_(automatic),100.9,6733.15,0
3314,female,0,no,yes,26,no,no_phone_service,dsl,no,no,yes,no,no,no,month_to_month,yes,mailed_check,29.8,786.5,0
3315,male,0,no,no,50,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,no,credit_card_(automatic),114.35,5791.1,0
3316,female,1,yes,no,66,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,100.8,6690.75,0
3317,female,0,yes,no,28,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.5,563.05,0
